,0
2018-01-03,
2018-01-04,17.439043850373302
2018-01-05,1.4939643129035385
2018-01-08,7.7473739261344985
2018-01-09,40.36445656792304
2018-01-10,16.487791409784467
2018-01-11,-1.2406633076130222
2018-01-12,9.237299447254339
2018-01-15,21.06657396475883
2018-01-16,10.209600454467015
2018-01-17,27.172900209139762
2018-01-18,30.643335542256956
2018-01-19,10.359113491852455
2018-01-22,18.879591378224006
2018-01-23,34.982153556274795
2018-01-24,32.66442697405345
2018-01-25,21.665558532190428
2018-01-26,14.649721498899693
2018-01-29,29.254775946608763
2018-01-30,13.489874190628365
2018-01-31,23.820597076501908
2018-02-01,14.83906917350441
2018-02-02,11.52598985392508
2018-02-05,14.931133986921067
2018-02-06,7.627249145827237
2018-02-07,8.969392485478199
2018-02-08,19.660864869830945
2018-02-09,17.421354501523062
2018-02-12,13.428381849679521
2018-02-13,17.40906373562104
2018-02-14,11.208298700570777
2018-02-22,34.384666250935965
2018-02-23,26.11943024218992
2018-02-26,17.596282721476765
2018-02-27,61.30085983533257
2018-02-28,83.95819366367519
2018-03-01,35.45723944865765
2018-03-02,19.77582537868795
2018-03-05,24.328698453094617
2018-03-06,22.069479186858413
2018-03-07,8.612599632021539
2018-03-08,8.574193874759189
2018-03-09,20.958328572281783
2018-03-12,19.159924830853754
2018-03-13,21.0271920301411
2018-03-14,26.809975733319817
2018-03-15,18.932958740537064
2018-03-16,47.99002820175918
2018-03-19,40.72534177720614
2018-03-20,43.30550484593477
2018-03-21,33.995473278662466
2018-03-22,35.60161168315136
2018-03-23,22.76214609069504
2018-03-26,13.30943520167365
2018-03-27,48.34309315009591
2018-03-28,39.09416249672879
2018-03-29,38.59138074835025
2018-03-30,27.242342755902865
2018-04-02,17.64118611255718
2018-04-03,25.84094277059508
2018-04-04,15.340835443260422
2018-04-09,12.559800888820735
2018-04-10,9.64832444923721
2018-04-11,20.536911479335696
2018-04-12,15.719993756342044
2018-04-13,35.74905113212831
2018-04-16,14.334846153584
2018-04-17,27.929119557367056
2018-04-18,27.756807478465817
2018-04-19,47.44063042530521
2018-04-20,29.29656750312165
2018-04-23,27.349184086694017
2018-04-24,23.086453800581648
2018-04-25,26.200270016598193
2018-04-26,20.206346839707304
2018-04-27,25.39470298864659
2018-05-02,39.958474345196805
2018-05-03,27.08427822247416
2018-05-04,58.18965310228263
2018-05-07,24.459153485706782
2018-05-08,19.569888397529176
2018-05-09,40.61781845867685
2018-05-10,28.56065164457018
2018-05-11,16.293835480933847
2018-05-14,20.691585904164647
2018-05-15,32.42557655493635
2018-05-16,18.547547786526547
2018-05-17,37.48268358923004
2018-05-18,33.712792151835494
2018-05-21,23.270672556512025
2018-05-22,28.122111191508754
2018-05-23,20.53677542196389
2018-05-24,23.89057167649731
2018-05-25,23.48042497763867
2018-05-28,32.678265117333005
2018-05-29,30.94903097961921
2018-05-30,27.917931526865647
2018-05-31,32.493001596037125
2018-06-01,19.610411252036315
2018-06-04,24.820884103923756
2018-06-05,40.9414793502426
2018-06-06,28.616509690023868
2018-06-07,44.79406494153535
2018-06-08,34.45590092134457
2018-06-11,35.55697270440547
2018-06-12,56.954925818463146
2018-06-13,50.65062614080511
2018-06-14,61.43019940904546
2018-06-15,50.65264486529255
2018-06-19,57.0373147639568
2018-06-20,55.46998880403415
2018-06-21,62.703465665812054
2018-06-22,53.278084456921405
2018-06-25,35.859496768171425
2018-06-26,28.433411250906705
2018-06-27,28.013457447355634
2018-06-28,28.737932415744844
2018-06-29,38.389838618703706
2018-07-02,35.14311612071837
2018-07-03,34.208459953231106
2018-07-04,32.293913412474964
2018-07-05,25.027487490114147
2018-07-06,29.30479786489439
2018-07-09,28.5067841686351
2018-07-10,29.475759385140982
2018-07-11,20.132959151073823
2018-07-12,19.74276147736517
2018-07-13,26.8803461266899
2018-07-16,33.80087684639627
2018-07-17,30.105802720644657
2018-07-18,17.346038197271287
2018-07-19,23.794174870491744
2018-07-20,30.119136475431183
2018-07-23,36.43942567705447
2018-07-24,30.461793253836163
2018-07-25,19.643958903837795
2018-07-26,23.14413364214864
2018-07-27,21.17979107604057
2018-07-30,35.28108290597544
2018-07-31,23.352115471198832
2018-08-01,35.52794323982981
2018-08-02,18.334104617324453
2018-08-03,26.973626211817002
2018-08-06,34.76660420979529
2018-08-07,34.01909139486654
2018-08-08,15.622053430548647
2018-08-09,16.653557411129423
2018-08-10,29.571398315649773
2018-08-13,26.267049602320675
2018-08-14,22.73151719533184
2018-08-15,11.699186844653802
2018-08-16,29.91382366020869
2018-08-17,36.45628056914256
2018-08-20,32.92909342220053
2018-08-21,30.008021444161326
2018-08-22,29.182688735807915
2018-08-23,32.19583695951756
2018-08-24,34.516868821431416
2018-08-27,40.05807429178091
2018-08-28,39.59973248143443
2018-08-29,42.74058914428727
2018-08-30,32.49539283680632
2018-08-31,41.66600738578975
2018-09-03,43.655211428219324
2018-09-04,41.32745642571361
2018-09-05,37.28973098903001
2018-09-06,38.086890376785846
2018-09-07,34.45994087022809
2018-09-10,40.783595223115974
2018-09-11,35.97449827897524
2018-09-12,31.51315170571208
2018-09-13,38.21782303178679
2018-09-14,40.89297352963681
2018-09-17,36.99555725624774
2018-09-18,34.32333262541124
2018-09-19,39.0345428824731
2018-09-20,38.55671489871608
2018-09-21,48.20418821382622
2018-09-25,43.21680361785906
2018-09-26,32.58869127233153
2018-09-27,45.86583246682263
2018-09-28,48.528903444973764
2018-10-08,44.104194092106255
2018-10-09,44.759251697137856
2018-10-10,43.54061424777146
2018-10-11,45.223634748291445
2018-10-12,53.61851334059451
2018-10-15,43.892871883537126
2018-10-16,78.37126702235217
2018-10-17,65.96764863436664
2018-10-18,88.09854449370658
2018-10-19,74.68928622400996
2018-10-22,64.40644074355338
2018-10-23,84.08677218522408
2018-10-24,80.56590525264858
2018-10-25,86.87794677520931
2018-10-26,84.49666935967672
2018-10-29,60.67531003054788
2018-10-30,88.44342089842088
2018-10-31,71.49474427156936
2018-11-01,86.14368639269908
2018-11-02,87.25337079179668
2018-11-05,75.68696403954276
2018-11-06,82.4584394285835
2018-11-07,78.42362501033053
2018-11-08,77.67672866078411
2018-11-09,88.31537178464687
2018-11-12,87.99805473887017
2018-11-13,85.17358210201735
2018-11-14,83.93235910384756
2018-11-15,72.60684789379887
2018-11-16,84.11509402451547
2018-11-19,75.34707206354909
2018-11-20,63.104178048547844
2018-11-21,83.86273894853923
2018-11-22,86.20944634016459
2018-11-23,82.89266726083332
2018-11-26,88.12243547662429
2018-11-27,88.19412450138822
2018-11-28,81.81549917559259
2018-11-29,70.62585341763848
2018-11-30,84.67262331275916
2018-12-03,84.39443665661568
2018-12-04,83.4815329564073
2018-12-05,68.92357097725964
2018-12-06,88.73642687687287
2018-12-07,83.8366110279925
2018-12-10,80.34244705743562
2018-12-11,82.95913332364336
2018-12-12,84.66503143639214
2018-12-13,81.32358417624091
2018-12-14,85.20608192466537
2018-12-17,72.51965157376493
2018-12-18,74.64211127928718
2018-12-19,84.89983158859464
2018-12-20,84.70501078323204
2018-12-21,87.3655747880335
2018-12-24,86.90779172279596
2018-12-25,74.42869456051918
2018-12-26,90.17351963243567
2018-12-27,79.41690055679392
2018-12-28,85.44144719895631
2019-01-02,74.24054590572823
2019-01-03,86.98640995574338
2019-01-04,89.74732156716169
2019-01-07,86.97272976863815
2019-01-08,56.138987698908196
2019-01-09,89.08693479229105
2019-01-10,84.14755225708596
2019-01-11,91.32058241429229
2019-01-14,85.88639287791736
2019-01-15,80.82510506888117
2019-01-16,81.47656362962556
2019-01-17,88.92082881581172
2019-01-18,83.21686707578947
2019-01-21,79.67619139756479
2019-01-22,93.41655189797766
2019-01-23,94.92583541057573
2019-01-24,83.49602919378574
2019-01-25,86.86813748835038
2019-01-28,84.49697025494315
2019-01-29,86.88965976367491
2019-01-30,81.64320225076985
2019-01-31,83.31950431976001
2019-02-01,83.78170454537333
2019-02-11,85.67398531889421
2019-02-12,76.38420471418179
2019-02-13,83.0421570931539
2019-02-14,85.09457936683371
2019-02-15,87.40143163067543
2019-02-18,89.27487809879354
2019-02-19,88.95512692046236
2019-02-20,84.85164897156363
2019-02-21,88.55411369870139
2019-02-22,92.10415813345273
2019-02-25,84.93388799760602
2019-02-26,80.41332915442129
2019-02-27,88.87771508743751
2019-02-28,79.64768004735038
2019-03-01,84.30695843568733
2019-03-04,89.81113047564587
2019-03-05,89.35478138314151
2019-03-06,91.80956911206844
2019-03-07,90.61072124729394
2019-03-08,66.34669036474263
2019-03-11,95.6239371951783
2019-03-12,71.35629208554019
2019-03-13,91.98645081463135
2019-03-14,92.53673119934633
2019-03-15,93.85857774151496
2019-03-18,90.40739161233577
2019-03-19,89.20889256487948
2019-03-20,85.267434740267
2019-03-21,82.17241413292587
2019-03-22,89.26669902579594
2019-03-25,87.980601085557
2019-03-26,88.2004346415581
2019-03-27,88.42888120741705
2019-03-28,82.43691697579158
2019-03-29,87.18938796552132
2019-04-01,85.53823497229281
2019-04-02,71.55699956375648
2019-04-03,92.13385314922739
2019-04-04,93.73639182917765
2019-04-08,91.05617370450089
2019-04-09,80.42257561647645
2019-04-10,86.19286575074794
2019-04-11,88.16264826050715
2019-04-12,82.43725832118133
2019-04-15,92.94874315676489
2019-04-16,91.8968010985093
2019-04-17,86.14969487610553
2019-04-18,86.9651035430573
2019-04-19,90.791165080088
2019-04-22,95.03205417625902
2019-04-23,86.5349695629569
2019-04-24,58.66779251024069
2019-04-25,66.46095384598183
2019-04-26,70.72094699360629
2019-04-29,73.54066854457889
2019-04-30,84.60610563072024
2019-05-06,69.88134438112748
2019-05-07,66.03400368869468
2019-05-08,95.79138645086435
2019-05-09,97.16700755498006
2019-05-10,94.53771586649403
2019-05-13,83.7642727184851
2019-05-14,86.23371481384774
2019-05-15,89.35164519477085
2019-05-16,85.73950736207136
2019-05-17,80.17560867017808
2019-05-20,87.7379529404064
2019-05-21,93.56761198469131
2019-05-22,90.96291747383678
2019-05-23,90.96775611225463
2019-05-24,94.19801038439869
2019-05-27,86.60271453329344
2019-05-28,88.62488524080686
2019-05-29,92.40423333069158
2019-05-30,77.11235909903628
2019-05-31,87.2561119158581
2019-06-03,89.9473842474724
2019-06-04,89.42546854537828
2019-06-05,93.79656331767417
2019-06-06,93.54762364627385
2019-06-10,89.56342738668756
2019-06-11,87.18011436873007
2019-06-12,89.63365382100828
2019-06-13,89.5272792423595
2019-06-14,88.45900932604724
2019-06-17,92.01147464477295
2019-06-18,92.72515123256817
2019-06-19,92.00687251504634
2019-06-20,91.80576359578438
2019-06-21,89.62999756855106
2019-06-24,83.66509697673129
2019-06-25,84.23211924325051
2019-06-26,80.9020975394548
2019-06-27,85.5335088483217
2019-06-28,86.34525052348339
2019-07-01,90.03753550312707
2019-07-02,86.93073769731105
2019-07-03,69.50363749805636
2019-07-04,92.35216392058035
2019-07-05,82.76446148245552
2019-07-08,92.04064640296205
2019-07-09,79.17444118580407
2019-07-10,88.10940271915199
2019-07-11,92.8524474116554
2019-07-12,90.13227854929244
2019-07-15,87.2653629147582
2019-07-16,87.9920127298879
2019-07-17,79.40345940718395
2019-07-18,89.21051074829002
2019-07-19,91.09797689742204
2019-07-22,45.62085054356632
2019-07-23,82.46095721020113
2019-07-24,79.39868679370589
2019-07-25,89.22796150624103
2019-07-26,86.8059903618008
2019-07-29,69.12587082212731
2019-07-30,87.7941661190758
2019-07-31,88.41301921789763
2019-08-01,82.1985430972169
2019-08-02,91.0032060753959
2019-08-05,92.50947621302849
2019-08-06,88.69139733957209
2019-08-07,55.75507626923706
2019-08-08,62.171048112305236
2019-08-09,79.3385822499521
2019-08-12,80.43129275005782
2019-08-13,84.7602650291439
2019-08-14,92.29052643590016
2019-08-15,92.5035979001631
2019-08-16,70.37259846235341
2019-08-19,89.46708246620571
2019-08-20,78.86933564611351
2019-08-21,88.78875959525115
2019-08-22,90.4279972351031
2019-08-23,90.8354041925551
2019-08-26,88.17004173736336
2019-08-27,89.6777092423561
2019-08-28,86.25545448580235
2019-08-29,82.4784727722549
2019-08-30,81.92546390376681
2019-09-02,92.19527310812896
2019-09-03,84.7348532676579
2019-09-04,91.74296518387428
2019-09-05,94.05517080699505
2019-09-06,82.65431682525431
2019-09-09,90.92888508388188
2019-09-10,85.8645193927849
2019-09-11,83.62767292732582
2019-09-12,83.91496825960326
2019-09-16,85.39177686321447
2019-09-17,83.70769094924646
2019-09-18,82.59389948684391
